time stamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,speed,latitude,longitude
3031.421912,-0.05,-0.82,-0.01,0.02,0.09,-0.08,,, 
3031.621771,0.1,-1.06,0.05,-0.12,0.0,0.0,,, 
3031.819967,-0.02,-0.9,-0.03,0.01,-0.07,0.07,,, 
3032.01986,-0.08,-0.93,0.15,-0.08,-0.15,-0.05,,, 
3032.218022,0.14,-0.94,-0.04,0.31,0.07,-0.05,6.18,30.702386987424177, 76.82716107003095
3032.417894,-0.19,-0.97,0.01,0.1,-0.22,-0.07,,, 
3032.61606,0.19,-1.22,0.02,-0.4,-0.34,0.0,,, 
3032.815933,0.21,-1.11,0.01,0.16,-0.13,0.03,,, 
3033.014081,-0.01,-0.81,-0.03,0.21,-0.06,0.1,,, 
3033.21392,-0.09,-0.95,0.15,-0.11,-0.01,-0.06,5.03,30.702395830332023, 76.82721714496317
3033.412092,0.03,-0.83,0.08,-0.12,-0.11,-0.09,,, 
3033.611952,0.11,-1.06,0.29,0.19,-0.07,-0.16,,, 
3033.810098,-0.13,-1.0,0.05,0.03,-0.18,0.09,,, 
3034.010016,0.33,-1.14,-0.07,-0.12,0.07,-0.01,,, 
3034.208196,0.03,-0.77,-0.17,0.09,-0.12,0.08,5.65,30.70240245203553, 76.82727397426667
3034.408272,0.12,-1.05,-0.23,-0.47,-0.45,0.13,,, 
3034.608115,0.2,-1.39,-0.08,0.07,-0.14,-0.02,,, 
3034.806257,0.08,-0.67,-0.2,0.22,0.14,-0.04,,, 
3035.006097,-0.03,-1.02,-0.04,0.06,-0.11,-0.08,,, 
3035.204288,0.03,-0.84,0.11,0.18,-0.1,0.01,5.23,30.702408948010486, 76.82733088738921
3035.404165,-0.03,-0.87,0.27,0.26,0.02,0.0,,, 
3035.602322,-0.13,-0.73,0.07,0.11,0.08,0.11,,, 
3035.802181,-0.19,-0.75,0.19,0.19,0.12,-0.11,,, 
3036.00035,-0.03,-0.63,0.22,-0.14,-0.01,0.06,,, 
3036.200215,0.04,-0.82,0.09,0.1,-0.19,-0.02,5.35,30.702416324085277, 76.82738721377852
3036.39839,0.02,-0.89,0.12,-0.08,-0.12,-0.04,,, 
3036.598266,-0.04,-0.98,0.16,0.05,-0.12,0.03,,, 
3036.79644,-0.03,-1.0,0.05,-0.12,-0.17,-0.06,,, 
3036.996298,-0.01,-1.09,0.03,0.0,-0.12,0.03,,, 
3037.194424,-0.1,-0.87,0.11,-0.48,-0.35,0.09,5.41,30.702411965495628, 76.82744328871074
3037.394259,0.26,-1.36,0.1,0.05,-0.03,0.05,,, 
3037.592378,-0.01,-0.94,-0.18,-0.12,-0.18,0.03,,, 
3037.792245,0.03,-1.0,-0.11,0.1,-0.02,0.01,,, 
3037.990405,0.08,-0.95,0.0,-0.22,-0.11,0.07,,, 
3038.190239,-0.03,-0.96,-0.06,-0.01,-0.14,-0.02,5.66,30.70241062439112, 76.82749173611107
3038.388386,0.19,-1.18,-0.03,0.09,0.09,-0.14,,, 
3038.588217,-0.04,-1.06,0.03,0.14,0.03,-0.14,,, 
3038.786355,-0.04,-0.96,0.15,0.22,-0.11,0.13,,, 
3038.986241,-0.0,-0.87,0.21,-0.4,-0.21,-0.07,,, 
3039.184416,0.01,-1.36,0.12,0.37,0.1,-0.17,5.52,30.702406307710987, 76.82755317546132
3039.384308,0.13,-0.98,0.1,-0.24,-0.23,0.06,,, 
3039.58244,-0.13,-0.91,-0.02,0.14,-0.02,-0.17,,, 
3039.782305,-0.02,-0.73,0.1,-0.42,0.0,0.11,,, 
3039.980446,-0.24,-0.41,0.03,-0.68,-0.52,0.22,,, 
3040.1803,-0.01,-1.17,0.14,-0.05,-0.15,0.01,5.39,30.70239687806992, 76.82760489180389
3040.378463,0.24,-1.18,-0.02,0.28,0.09,-0.11,,, 
3040.578297,0.21,-1.25,-0.02,0.17,0.25,-0.08,,, 
3040.776441,0.16,-0.83,-0.13,0.18,-0.12,0.17,,, 
3040.976344,0.14,-1.14,-0.02,0.12,-0.03,-0.05,,, 
3041.174501,-0.05,-0.94,-0.02,-0.24,-0.39,-0.06,5.39,30.702388328528684, 76.82766390040221
3041.374388,-0.07,-0.84,-0.03,0.14,-0.03,-0.2,,, 
3041.572541,0.14,-1.16,0.02,-0.06,-0.28,0.08,,, 
3041.772388,-0.15,-0.94,-0.01,0.04,-0.11,-0.02,,, 
3041.970596,0.1,-1.08,-0.08,-0.02,-0.18,-0.11,,, 
3042.170531,0.08,-1.02,0.07,0.01,-0.03,-0.1,4.99,30.702376593864244, 76.82771586820188
3042.368727,0.15,-1.05,-0.1,-0.11,0.05,0.03,,, 
3042.56862,0.15,-0.98,0.11,0.02,0.1,-0.0,,, 
3042.766855,0.12,-1.05,-0.05,-0.01,-0.03,-0.07,,, 
3042.966767,0.11,-1.07,0.04,0.01,-0.12,0.03,,, 
3043.164914,0.04,-1.04,-0.1,-0.09,-0.1,-0.02,4.64,30.702369008241874, 76.82776104665997
3043.364766,0.07,-0.94,0.07,0.0,-0.12,0.02,,, 
3043.562921,-0.03,-0.93,0.2,0.01,-0.11,-0.01,,, 
3043.762796,0.07,-0.96,-0.04,0.01,-0.05,-0.09,,, 
3043.960905,0.08,-1.12,-0.0,0.07,-0.04,0.1,,, 
3044.160818,0.07,-1.02,0.08,-0.23,-0.12,-0.12,4.73,30.702352789259237, 76.82781175717416
3044.358979,0.11,-0.8,-0.16,-0.44,-0.3,0.04,,, 
3044.558836,0.01,-0.75,0.4,,,,,, 
3044.757024,0.08,-0.84,-0.19,0.17,-0.43,0.07,,, 
3044.956904,-0.22,-0.9,0.61,,,,,, 
3045.155125,0.48,-1.02,-0.04,-0.16,-0.11,-0.09,4.62,30.7023400068569, 76.82785802527967
3045.355036,-0.02,-1.16,-0.04,,,,,, 
3045.553212,0.09,-0.97,0.46,-0.01,-0.04,0.13,,, 
3045.753108,0.05,-0.64,0.25,-0.39,-0.35,0.17,,, 
3045.951278,-0.08,-0.59,0.01,-0.23,-0.04,0.03,,, 
3046.151207,0.03,-1.0,-0.23,-0.27,-0.21,0.16,4.83,30.702330577215832, 76.82790538303259
3046.349387,-0.1,-1.05,0.03,-0.46,-0.18,-0.03,,, 
3046.549324,0.03,-0.98,0.24,-0.08,-0.1,0.01,,, 
3046.747503,0.04,-1.1,0.2,-0.14,-0.09,0.01,,, 
3046.947349,-0.06,-0.91,0.06,-0.14,-0.21,-0.02,,, 
3047.145497,0.0,-1.02,-0.12,0.14,-0.01,-0.03,5.37,30.7023228239554, 76.82795768610838
3047.345346,0.08,-1.13,-0.04,-0.06,-0.09,-0.08,,, 
3047.543557,0.1,-1.01,0.17,-0.13,-0.16,0.08,,, 
3047.743434,-0.08,-0.98,0.15,-0.2,-0.21,-0.12,,, 
3047.941587,0.06,-0.92,-0.03,0.07,-0.04,0.01,,, 
3048.141506,-0.01,-1.08,0.12,-0.07,-0.12,-0.08,5.76,30.702313771499973, 76.82801644324961
3048.339734,0.03,-1.04,0.2,-0.2,-0.19,-0.04,,, 
3048.539638,-0.01,-0.94,0.02,0.01,-0.01,-0.04,,, 
3048.737843,0.08,-0.95,-0.1,0.19,0.02,0.01,,, 
3048.937768,0.16,-0.96,-0.14,0.16,-0.04,0.08,,, 
3049.13596,0.0,-0.91,-0.14,0.14,-0.05,-0.03,6.41,30.70230044427393, 76.82807947516146
3049.335848,-0.03,-0.91,0.04,-0.12,-0.15,0.01,,, 
3049.534017,-0.04,-0.89,0.22,-0.09,-0.04,0.02,,, 
3049.733911,0.02,-0.85,0.09,0.26,0.16,-0.06,,, 
3049.932136,-0.02,-0.98,0.04,-0.11,-0.04,-0.06,,, 
3050.132013,-0.06,-0.99,0.04,0.03,-0.04,-0.07,6.8,30.702285650214833, 76.82814108214977
3050.330225,0.01,-0.99,0.15,-0.0,0.05,-0.03,,, 
3050.530151,0.03,-0.92,0.04,0.14,0.17,0.05,,, 
3050.728373,0.01,-0.94,0.05,-0.03,0.13,0.04,,, 
3050.928255,0.09,-1.13,0.07,-0.16,-0.17,-0.05,,, 
3051.126418,0.06,-1.0,0.06,-0.05,-0.0,-0.01,7.21,30.70226222279547, 76.82821073576513
3051.326323,0.1,-1.05,0.01,-0.1,0.02,0.04,,, 
3051.524506,-0.02,-0.9,0.03,0.02,0.04,-0.05,,, 
3051.724404,0.14,-1.08,-0.01,-0.06,-0.11,-0.06,,, 
3051.922557,0.07,-0.92,-0.07,-0.06,0.03,-0.08,,, 
3052.122417,0.05,-1.0,-0.08,-0.1,-0.08,0.06,6.71,30.702255559182447, 76.82828516706529
3052.320627,0.05,-1.0,-0.11,-0.05,0.01,-0.01,,, 
3052.5205,0.14,-1.04,-0.06,-0.09,-0.08,-0.04,,, 
3052.718728,0.06,-0.97,-0.05,-0.0,0.11,-0.06,,, 
3052.918641,0.13,-0.96,-0.11,-0.0,-0.01,0.01,,, 
3053.116893,0.11,-1.02,-0.08,-0.03,-0.03,-0.01,5.47,30.702241687132698, 76.82835071354809
3053.316794,0.08,-0.94,-0.14,-0.01,-0.02,-0.02,,, 
3053.514985,-0.01,-0.92,-0.02,-0.14,-0.06,-0.03,,, 
3053.714899,0.21,-1.06,-0.04,-0.14,-0.05,0.02,,, 
3053.913137,0.08,-1.03,0.07,0.03,0.05,-0.06,,, 
3054.113073,0.07,-0.96,0.02,0.03,0.06,0.14,5.27,30.70222810844956, 76.82840452536645
3054.311232,-0.04,-1.01,-0.15,-0.01,-0.06,-0.08,,, 
3054.511128,0.02,-0.93,0.02,0.05,0.11,0.11,,, 
3054.709303,-0.04,-0.9,0.11,-0.28,-0.25,0.06,,, 
3054.909213,0.22,-1.01,0.17,-0.56,0.2,0.33,,, 
3055.1074,-0.35,-2.2,-0.09,-0.06,0.13,-0.42,5.29,30.702212057104987, 76.82845439769032
3055.307299,0.24,-0.58,0.2,0.56,0.31,-0.28,,, 
3055.505497,-0.04,-0.93,0.01,0.46,-0.43,-0.16,,, 
3055.705371,0.16,-1.28,0.13,-0.28,-0.25,-0.11,,, 
3055.903553,0.08,-0.97,-0.06,0.08,0.1,0.14,,, 
3056.103436,0.04,-0.99,-0.03,-0.01,0.08,0.15,5.17,30.702199358521682, 76.82851080789867
3056.301675,0.06,-0.84,-0.09,0.0,0.05,0.04,,, 
3056.501554,0.05,-0.75,-0.15,-0.04,0.02,0.05,,, 
3056.699747,-0.04,-0.96,0.01,-0.0,-0.13,0.09,,, 
3056.899625,0.07,-1.04,0.11,-0.12,-0.03,-0.05,,, 
3057.097821,0.06,-0.97,0.3,-0.03,-0.02,0.02,5.49,30.702188587776106, 76.82856218896511
3057.297681,-0.05,-0.93,0.25,0.02,0.01,0.02,,, 
3057.495829,0.1,-0.95,-0.1,-0.23,-0.14,0.07,,, 
3057.695737,0.05,-1.07,0.18,0.02,-0.07,-0.05,,, 
3057.89389,0.06,-0.99,-0.07,-0.09,-0.05,-0.0,,, 
3058.09383,0.0,-0.96,0.34,0.02,-0.09,-0.0,5.95,30.702173626078945, 76.82862815454307
3058.292009,-0.0,-1.09,-0.03,0.05,0.01,-0.01,,, 
3058.491891,0.01,-0.94,-0.07,0.04,-0.06,0.04,,, 
3058.6901,-0.06,-0.88,0.15,-0.29,-0.17,0.1,,, 
3058.890003,-0.03,-1.01,0.12,-0.33,-0.21,-0.02,,, 
3059.088189,-0.05,-0.94,0.04,-0.27,-0.25,-0.01,6.41,30.702163190609497, 76.82869303047362
3059.288114,0.08,-1.0,0.05,-0.05,-0.03,0.03,,, 
3059.486365,0.01,-1.05,-0.04,0.07,-0.04,-0.0,,, 
3059.686265,-0.02,-0.97,-0.04,-0.01,-0.04,-0.05,,, 
3059.884427,-0.05,-0.94,0.08,0.0,0.04,-0.05,,, 
3060.084345,0.09,-1.06,0.06,0.01,0.01,-0.08,6.54,30.70215011484055, 76.8287664559454
3060.282546,0.14,-1.05,0.04,-0.05,0.01,0.02,,, 
3060.482423,-0.13,-0.83,0.02,0.03,0.08,-0.06,,, 
3060.680601,0.04,-0.99,-0.15,-0.01,-0.0,0.03,,, 
3060.880471,0.09,-1.04,-0.13,0.0,-0.09,-0.0,,, 
3061.078634,-0.05,-1.04,0.0,-0.11,-0.06,-0.04,6.23,30.70214118811367, 76.82883275679949
3061.278511,-0.01,-1.0,-0.01,0.06,-0.0,0.02,,, 
3061.476741,0.01,-0.93,-0.01,0.02,0.02,-0.03,,, 
3061.67662,-0.02,-0.91,-0.07,-0.2,-0.03,-0.01,,, 
3061.874771,-0.02,-0.91,0.0,0.23,-0.0,-0.01,,, 
3062.074663,-0.2,-0.95,0.06,0.01,-0.15,-0.03,5.63,30.702125262497646, 76.82888329967561
3062.272902,0.02,-0.95,-0.1,-0.02,-0.01,-0.0,,, 
3062.47282,-0.05,-0.95,0.09,0.03,-0.16,0.01,,, 
3062.671004,0.03,-1.1,0.06,0.07,-0.05,0.05,,, 
3062.870859,0.07,-0.98,0.02,-0.08,-0.06,-0.05,,, 
3063.069004,0.06,-0.95,-0.02,0.04,0.01,-0.04,,, 
3063.268889,0.08,-1.01,0.25,0.03,-0.03,-0.04,5.7,30.702104643015844, 76.82893996134105
3063.467082,0.14,-1.07,0.02,-0.08,-0.05,-0.02,,, 
3063.666979,0.16,-1.01,0.27,0.09,0.07,-0.05,,, 
3063.86515,0.1,-0.96,0.22,0.03,0.09,-0.04,,, 
3064.064986,0.13,-1.01,-0.05,-0.03,-0.04,-0.01,,, 
3064.263139,0.09,-1.07,0.05,-0.02,-0.02,0.03,6.09,30.70208050313471, 76.82899570099714
3064.463033,0.14,-0.95,0.01,-0.06,-0.04,-0.02,,, 
3064.661231,0.1,-0.98,-0.05,-0.04,-0.02,-0.01,,, 
3064.86115,0.03,-0.97,-0.02,0.02,-0.03,-0.07,,, 
3065.059327,0.08,-1.02,0.03,-0.01,0.05,0.04,,, 
3065.259202,0.06,-1.04,0.04,-0.02,-0.1,0.05,5.83,30.70205703380583, 76.8290513568342
3065.457366,0.08,-1.01,0.04,-0.1,-0.14,-0.03,,, 
3065.657276,0.0,-1.0,0.05,-0.0,0.01,-0.02,,, 
3065.855435,0.2,-0.99,0.03,0.01,0.03,0.02,,, 
3066.055265,0.19,-1.04,0.12,-0.05,0.04,0.03,,, 
3066.253441,0.23,-0.95,0.01,-0.18,0.09,-0.11,5.39,30.70204387421785, 76.82910776704254
3066.453348,0.22,-0.98,-0.08,-0.03,0.14,0.0,,, 
3066.651549,0.22,-0.98,0.21,-0.05,0.19,-0.0,,, 
3066.851465,0.1,-0.95,0.04,-0.21,0.06,-0.02,,, 
3067.049634,0.12,-0.93,0.13,0.04,0.12,-0.05,,, 
3067.249512,0.11,-1.01,0.1,0.02,0.09,0.03,5.87,30.702036623871606, 76.8291687034786
3067.447664,0.08,-1.0,0.17,-0.13,-0.02,0.01,,, 
3067.64751,0.06,-0.97,-0.12,0.02,-0.05,-0.01,,, 
3067.845673,0.07,-0.96,0.22,0.17,0.04,0.04,,, 
3068.04552,0.05,-0.96,0.3,0.04,-0.01,0.05,,, 
3068.243682,0.06,-1.01,0.05,-0.05,-0.1,-0.03,6.36,30.702024889207166, 76.82923433378043
3068.443541,0.01,-1.07,0.06,-0.22,-0.15,0.06,,, 
3068.641724,0.02,-0.98,0.11,0.0,-0.09,0.05,,, 
3068.841669,0.09,-1.03,0.26,0.05,0.04,0.0,,, 
3069.039854,0.16,-0.97,0.22,-0.04,-0.07,-0.03,,, 
3069.239729,-0.0,-1.03,0.03,-0.03,0.02,0.08,6.6,30.70201868659882, 76.8293069210619
3069.437922,0.06,-0.98,0.15,-0.01,-0.01,0.06,,, 
3069.637781,0.11,-1.17,-0.02,-0.14,-0.07,-0.05,,, 
3069.835979,0.13,-1.06,0.05,0.04,-0.05,-0.03,,, 
3070.035922,-0.14,-0.93,0.03,-0.08,-0.07,-0.02,,, 
3070.23414,0.11,-0.99,0.1,0.13,0.04,-0.04,6.83,30.702005401282292, 76.82937758050564
3070.434075,-0.07,-0.88,0.05,-0.09,-0.11,0.02,,, 
3070.632321,0.04,-0.97,-0.16,-0.11,-0.04,0.08,,, 
3070.832224,-0.04,-1.08,-0.09,-0.14,-0.08,-0.06,,, 
3071.030401,0.09,-1.04,-0.15,0.13,0.01,0.08,,, 
3071.230312,0.0,-0.97,-0.12,-0.06,-0.02,0.03,6.04,30.70199043958513, 76.82943759493234
3071.428515,-0.06,-1.03,-0.08,-0.09,-0.11,0.08,,, 
3071.62846,0.05,-1.07,-0.19,-0.05,-0.07,0.09,,, 
3071.826641,0.04,-1.1,-0.2,-0.08,-0.15,-0.16,,, 
3072.026514,0.02,-0.97,-0.37,-0.11,-0.13,-0.09,,, 
3072.224717,-0.04,-1.12,-0.12,-0.03,-0.02,-0.08,4.12,30.701980465120357, 76.82949283167424
3072.424661,-0.07,-0.96,-0.06,0.12,0.04,0.08,,, 
3072.622848,-0.05,-0.94,-0.01,0.08,0.17,0.05,,, 
3072.822737,-0.04,-0.93,0.18,0.04,0.1,-0.02,,, 
3073.020913,-0.09,-0.93,0.03,0.08,-0.02,-0.07,,, 
3073.220808,0.09,-0.86,0.05,0.03,-0.08,0.05,3.08,30.701975016883296, 76.82952862240079
3073.418985,0.03,-0.97,-0.01,-0.04,-0.11,-0.03,,, 
3073.618854,-0.04,-1.05,0.03,0.02,-0.04,-0.01,,, 
3073.817043,0.08,-1.1,0.03,0.04,-0.07,-0.03,,, 
3074.01694,0.04,-1.01,-0.07,-0.04,0.0,-0.04,,, 
3074.2151,-0.04,-1.03,0.22,0.06,0.01,0.05,2.49,30.70196831136076, 76.82955410338643
3074.415016,-0.05,-1.06,0.06,0.08,-0.06,-0.01,,, 
3074.613189,0.05,-0.89,-0.12,-0.11,-0.08,0.0,,, 
3074.813094,-0.02,-0.92,0.11,-0.13,-0.05,0.13,,, 
3075.011318,0.02,-0.94,0.2,-0.08,-0.06,0.03,,, 
3075.211225,0.01,-1.04,0.11,-0.03,-0.03,-0.07,2.85,30.70196030664323, 76.82957883000078
3075.409451,0.02,-1.0,0.27,-0.02,-0.16,0.03,,, 
3075.609343,0.03,-0.99,0.32,0.12,0.04,-0.06,,, 
3075.807525,0.0,-1.0,0.1,-0.09,-0.06,0.05,,, 
3076.007434,-0.03,-0.95,0.19,-0.02,-0.05,-0.01,,, 
3076.205616,-0.02,-0.97,0.27,-0.12,-0.21,0.07,3.95,30.70195879790066, 76.8296211586118
3076.405505,-0.03,-0.9,0.28,-0.13,-0.12,-0.05,,, 
3076.603709,0.02,-1.01,0.09,0.08,-0.01,-0.05,,, 
3076.803647,0.04,-0.98,0.19,0.03,-0.01,0.04,,, 
3077.001888,0.06,-0.91,0.09,-0.03,-0.02,-0.03,,, 
3077.201828,0.06,-1.03,0.07,-0.11,0.0,-0.06,4.98,30.70194513539849, 76.82967086329761
3077.400014,0.09,-0.99,0.29,-0.12,0.03,0.02,,, 
3077.599891,0.03,-0.91,0.16,-0.03,0.0,0.02,,, 
3077.798087,0.09,-1.03,0.11,0.14,0.09,0.03,,, 
3077.998032,-0.03,-0.98,-0.04,-0.06,0.19,0.16,,, 
3078.196252,0.09,-0.93,0.17,-0.16,-0.09,-0.05,5.67,30.70193218535809, 76.82972425602081
3078.39613,-0.04,-0.96,0.17,-0.16,0.02,0.26,,, 
3078.594306,-0.02,-0.81,0.11,-0.23,-0.07,-0.03,,, 
3078.794211,-0.03,-0.87,-0.1,0.38,0.08,-0.12,,, 
3078.992397,0.1,-1.36,-0.28,0.04,0.01,0.03,,, 
3079.192289,0.06,-0.97,0.09,-0.1,-0.18,0.02,6.48,30.701919361046237, 76.82978192351463
3079.390448,-0.22,-1.03,0.09,-0.23,-0.16,-0.01,,, 
3079.590368,-0.05,-0.93,-0.07,,,,,, 
3079.788545,-0.01,-0.89,0.16,-0.13,-0.11,-0.02,,, 
3079.988414,0.02,-0.95,0.19,,,,,, 
3080.186629,-0.1,-0.83,0.16,-0.34,-0.18,-0.06,6.45,30.70190150759248, 76.82985124185386
3080.386513,0.05,-0.93,0.04,,,,,, 
3080.584714,0.1,-0.9,0.02,-0.27,0.03,-0.07,,, 
3080.78466,0.04,-1.01,0.22,0.03,-0.02,-0.01,,, 
3080.982876,0.28,-0.97,-0.13,-0.17,0.05,0.01,,, 
3081.182781,0.03,-0.91,0.17,0.11,-0.02,0.11,7.21,30.701886881171447, 76.82992793626788
3081.380998,0.02,-0.99,0.24,-0.14,-0.1,0.02,,, 
3081.580906,0.07,-0.88,0.14,-0.08,-0.02,-0.07,,, 
3081.779076,-0.13,-1.07,0.05,-0.03,-0.11,-0.11,,, 
3081.978968,0.1,-0.95,0.17,0.07,-0.03,0.05,,, 
3082.177158,-0.05,-1.01,0.17,-0.22,-0.1,-0.01,8.63,30.701872925302666, 76.83000337339642
3082.377021,-0.17,-0.73,0.38,0.22,-0.0,-0.09,,, 
3082.575179,-0.05,-0.9,0.24,0.18,0.1,0.03,,, 
3082.775091,0.01,-1.01,0.33,-0.0,0.07,-0.08,,, 
3082.973318,0.05,-1.04,0.18,0.11,0.02,0.01,,, 
3083.173284,-0.06,-1.07,0.22,-0.03,-0.13,0.01,9.91,30.701852096273285, 76.83009875945451
3083.371509,-0.04,-0.85,-0.04,0.06,0.04,0.08,,, 
3083.571361,-0.09,-0.76,0.09,-0.15,0.01,-0.0,,, 
3083.76959,-0.1,-0.83,-0.0,0.42,0.16,-0.08,,, 
3083.969479,0.29,-1.23,-0.03,-0.2,-0.42,0.1,,, 
3084.167702,-0.1,-0.78,0.08,0.05,-0.1,-0.0,9.68,30.70183223116277, 76.83019632480743
3084.367621,-0.22,-0.66,-0.05,0.6,0.19,-0.11,,, 
3084.565828,0.05,-1.24,-0.19,-0.11,-0.07,-0.02,,, 
3084.765718,0.09,-1.14,0.03,-0.64,-0.37,0.0,,, 
3084.963876,-0.32,-0.76,0.05,0.47,0.29,-0.19,,, 
3085.163752,0.21,-1.25,-0.06,-0.36,-0.11,-0.06,9.87,30.70181085730968, 76.83030109859708
3085.361942,0.1,-1.14,-0.13,-0.3,-0.35,-0.06,,, 
3085.561808,-0.04,-0.73,-0.09,0.24,0.09,-0.01,,, 
3085.759973,0.08,-1.1,-0.14,-0.18,-0.14,-0.01,,, 
3085.959861,0.09,-0.95,-0.05,-0.02,0.03,0.13,,, 
3086.158055,-0.04,-0.86,0.02,0.03,0.06,-0.04,9.69,30.701791369384807, 76.83040654293897
3086.357959,-0.03,-1.01,-0.04,0.02,0.03,-0.01,,, 
3086.556144,0.11,-1.01,-0.05,-0.16,-0.09,-0.01,,, 
3086.756038,0.05,-1.04,0.04,0.01,-0.01,0.02,,, 
3086.954237,0.06,-0.81,0.2,0.2,-0.03,0.04,,, 
3087.15412,-0.06,-0.85,0.23,-0.03,0.12,-0.0,9.46,30.701768738246244, 76.83050788014832
3087.35238,-0.07,-0.89,0.14,0.18,0.16,-0.05,,, 
3087.552286,0.12,-1.15,0.17,-0.17,-0.11,0.07,,, 
3087.750501,0.11,-1.06,-0.16,-0.37,-0.05,0.08,,, 
3087.950374,0.09,-0.89,0.07,-0.16,0.13,0.12,,, 
3088.14855,0.1,-1.17,-0.06,0.21,0.22,0.05,9.96,30.701749082683307, 76.83060787625315
3088.348499,-0.14,-0.88,0.24,0.47,0.26,0.0,,, 
3088.546696,-0.12,-1.04,0.21,-0.05,-0.1,0.1,,, 
3088.746632,0.05,-0.97,-0.38,-0.2,-0.04,0.02,,, 
3088.944868,-0.18,-0.91,-0.03,0.11,0.21,0.22,,, 
3089.144758,0.13,-0.92,-0.44,0.01,-0.11,-0.06,8.43,30.701729091844243, 76.83070108301642
3089.342944,-0.25,-0.74,0.24,0.15,0.04,-0.13,,, 
3089.54289,-0.56,-0.23,-0.17,0.11,0.21,-0.21,,, 
3089.741073,0.52,-1.12,-1.1,-1.5,-0.9,0.27,,, 
3089.940992,0.32,-1.35,0.06,0.32,-0.16,-0.12,,, 
3090.139153,0.01,-0.7,-0.12,-0.16,-0.04,-0.05,7.85,30.70170767608164, 76.83078054345849
3090.339046,0.22,-1.07,-0.01,-0.23,-0.17,-0.02,,, 
3090.537225,-0.02,-1.15,-0.11,-0.06,-0.11,0.09,,, 
3090.737104,0.05,-1.0,-0.01,0.22,-0.06,0.05,,, 
3090.935339,0.07,-0.98,0.12,-0.01,-0.0,-0.1,,, 
3091.13522,0.17,-1.01,0.0,0.2,0.12,-0.09,7.32,30.70168915207563, 76.83085069998803
3091.333385,0.11,-0.85,0.06,0.06,0.07,0.02,,, 
3091.533291,0.05,-0.98,0.16,-0.0,-0.05,-0.11,,, 
3091.731479,-0.03,-1.05,0.16,0.22,0.04,0.09,,, 
3091.931381,0.04,-1.01,0.02,-0.02,-0.05,-0.02,,, 
3092.129558,0.11,-0.87,0.07,0.02,0.04,0.02,7.77,30.70167134053139, 76.83093108243945
3092.329444,0.02,-0.86,0.1,-0.02,0.02,0.0,,, 
3092.52758,-0.1,-0.78,0.01,-0.07,-0.09,0.01,,, 
3092.727413,0.04,-0.84,-0.06,-0.08,-0.22,0.19,,, 
3092.925558,-0.02,-1.07,0.15,-0.1,0.03,-0.07,,, 
3093.125381,-0.01,-1.03,0.05,-0.05,-0.06,-0.05,6.99,30.701650469592494, 76.83100165806415
3093.323473,0.15,-1.04,-0.15,-0.05,-0.01,-0.03,,, 
3093.523344,0.05,-1.05,-0.13,0.08,0.18,0.0,,, 
3093.721472,-0.19,-0.44,-0.19,-0.84,-0.9,0.29,,, 
3093.921335,0.32,-1.56,-0.36,0.63,0.35,-0.19,,, 
3094.11947,0.19,-1.14,-0.31,0.35,-0.27,0.24,5.39,30.70162762890635, 76.83105572133961
3094.319289,-0.09,-0.82,-0.31,-0.25,-0.17,-0.06,,, 
3094.517424,-0.11,-0.79,-0.12,-0.16,-0.18,0.1,,, 
3094.717231,-0.16,-0.91,-0.13,-0.05,-0.19,0.04,,, 
3094.915341,0.03,-0.93,0.09,-0.06,-0.14,0.07,,, 
3095.115185,0.08,-1.12,0.01,-0.05,-0.01,-0.07,3.7,30.701619121274632, 76.8310961221129
3095.313343,0.01,-1.11,0.1,0.03,0.04,-0.02,,, 
3095.51316,0.11,-1.2,0.04,0.16,-0.03,-0.33,,, 
3095.711281,-0.25,-1.09,-0.09,-0.1,0.0,0.23,,, 
3095.911092,0.11,-0.58,0.06,-0.28,-0.14,0.07,,, 
3096.10922,0.05,-0.89,-0.13,-0.04,-0.25,0.03,3.61,30.701605919777137, 76.83113903745713
3096.309049,-0.36,-1.23,-0.0,-0.13,-0.01,-0.15,,, 
3096.507172,0.15,-1.11,0.04,-0.04,-0.1,-0.23,,, 
3096.707003,0.06,-0.9,0.12,-0.09,0.0,0.16,,, 
3096.905152,-0.08,-0.96,0.22,-0.14,-0.02,-0.03,,, 
3097.104986,0.08,-0.97,0.08,-0.02,-0.12,-0.06,3.8,30.70159757978348, 76.83117415763142
3097.303106,0.09,-0.89,0.17,0.04,-0.02,0.01,,, 
3097.502918,0.07,-1.02,0.2,0.03,-0.01,0.07,,, 
3097.701106,0.05,-1.01,0.23,0.06,-0.04,-0.02,,, 
3097.900943,0.01,-0.99,0.28,-0.17,-0.14,-0.08,,, 
3098.099055,-0.05,-1.01,0.02,0.1,0.07,-0.04,4.54,30.70158647376178, 76.83121589950922
3098.298959,0.12,-1.02,0.13,-0.05,-0.11,0.0,,, 
3098.497099,0.01,-0.87,0.01,0.11,-0.0,0.08,,, 
3098.696923,0.07,-0.96,0.12,-0.07,0.02,0.01,,, 
3098.895062,0.05,-0.95,0.14,0.04,0.03,0.01,,, 
3099.094897,-0.0,-1.07,0.15,0.06,0.08,-0.03,5.47,30.70157817567764, 76.83126074269119
3099.293038,0.09,-1.04,0.29,-0.01,-0.17,0.05,,, 
