Time,x_mean_acc,y_mean_acc,z_mean_acc,x_mean_gyro,y_mean_gyro,z_mean_gyro,mean_speed,x_std_acc,y_std_acc,z_std_acc,x_std_gyro,y_std_gyro,z_std_gyro,std_speed,x_max_acc,y_max_acc,z_max_acc,x_max_gyro,y_max_gyro,z_max_gyro,x_min_acc,y_min_acc,z_min_acc,x_min_gyro,y_min_gyro,z_min_gyro,latitude,longitude,Pothole
19.500000000000004,-0.18500000000000003,-0.7050000000000001,-0.6525,-0.015000000000000001,0.030000000000000002,-0.04,9.79,0.02692582403567252,0.020615528128088322,0.041457809879442496,0.008660254037844387,0.012247448713915891,0.007071067811865477,0.0,-0.16,-0.69,-0.6,-0.01,0.05,-0.03,-0.23,-0.74,-0.71,-0.03,0.02,-0.05,30.34878643768397,76.35253958027022,0
20.3,-0.1575,-0.7474999999999999,-0.645,-0.0075,0.0325,-0.04750000000000001,9.754999999999999,0.03960744879438715,0.05717298313014633,0.015000000000000013,0.017853571071357127,0.014790199457749039,0.012990381056766582,0.034999999999999254,-0.1,-0.66,-0.63,0.01,0.05,-0.04,-0.21,-0.82,-0.66,-0.03,0.01,-0.07,30.348795015070767,76.35261545179566,0
21.1,-0.12999999999999998,-0.7549999999999999,-0.6275,-0.0175,0.0675,-0.0225,9.705000000000002,0.040620192023179805,0.07566372975210779,0.04023369234857774,0.0082915619758885,0.014790199457749037,0.01299038105676658,0.025980762113533375,-0.09,-0.69,-0.57,-0.01,0.09,-0.01,-0.18,-0.88,-0.67,-0.03,0.05,-0.04,30.348811648274413,76.35274014658208,0
21.900000000000006,-0.10250000000000001,-0.665,-0.6325,-0.02,0.1,-0.005,9.66,0.019202864369671516,0.11412712210513325,0.022776083947860768,0.007071067811865475,0.0187082869338697,0.015000000000000001,0.0,-0.07,-0.51,-0.61,-0.01,0.12,0.02,-0.12,-0.83,-0.67,-0.03,0.07,-0.02,30.348811648274413,76.35274014658208,0
22.7,-0.1,-0.73,-0.6525,-0.02,0.0825,0.02,9.64,0.05244044240850758,0.14230249470757708,0.05629165124598852,0.012247448713915891,0.012990381056766578,0.0,0.0,-0.04,-0.52,-0.59,-0.01,0.1,0.02,-0.18,-0.9,-0.74,-0.04,0.07,0.02,30.34882426353849,76.35283420693894,0
23.500000000000004,-0.12,-0.7425,-0.625,-0.0075,0.055,-0.02,9.715000000000002,0.058309518948453,0.10779030568655049,0.021794494717703387,0.016393596310755,0.0049999999999999975,0.01,0.04330127018922178,-0.08,-0.6,-0.6,0.02,0.06,-0.01,-0.22,-0.87,-0.66,-0.02,0.05,-0.03,30.34883886474199,76.35294307461004,0
24.300000000000004,-0.10250000000000001,-0.7350000000000001,-0.6950000000000001,-0.0225,0.052500000000000005,-0.035,9.84,0.02277608394786075,0.03774917217635378,0.011180339887498923,0.0082915619758885,0.008291561975888498,0.01118033988749895,0.09999999999999964,-0.08,-0.7,-0.68,-0.01,0.06,-0.02,-0.14,-0.79,-0.71,-0.03,0.04,-0.05,30.348851684094118,76.35303865665715,0
25.1,-0.09000000000000001,-0.76,-0.6475,-0.017499999999999998,0.0425,-0.0375,10.0825,0.015811388300841896,0.041231056256176644,0.05356071321407139,0.01299038105676658,0.004330127018922195,0.008291561975888501,0.24681724007856512,-0.07,-0.71,-0.57,-0.01,0.05,-0.03,-0.11,-0.81,-0.72,-0.04,0.04,-0.05,30.34886458364405,76.3531348366451,0
25.900000000000006,-0.14750000000000002,-0.7825,-0.635,-0.0075,0.04000000000000001,-0.0475,10.51,0.016393596310755005,0.07048936089935845,0.030413812651491123,0.010897247358851685,0.017320508075688773,0.0082915619758885,0.0,-0.12,-0.69,-0.6,0.01,0.05,-0.04,-0.16,-0.88,-0.67,-0.02,0.01,-0.06,30.34886458364405,76.3531348366451,0
26.7,-0.1375,-0.8025,-0.5775000000000001,-0.0325,0.027500000000000004,-0.03,10.46,0.049180788932265004,0.025860201081971484,0.06015604707757983,0.0248746859276655,0.0082915619758885,0.0,0.0,-0.06,-0.77,-0.53,0.01,0.04,-0.03,-0.18,-0.84,-0.68,-0.05,0.02,-0.03,30.34888045369604,76.35325316493348,0
27.500000000000004,-0.1375,-0.7250000000000001,-0.6174999999999999,-0.02,0.03,-0.015,10.595,0.047631397208144126,0.06652067347825036,0.046569840025492894,0.021213203435596427,0.0,0.005,0.07794228634059935,-0.11,-0.66,-0.55,0.01,0.03,-0.01,-0.22,-0.81,-0.68,-0.04,0.03,-0.02,30.348895803563426,76.35336761470583,0
28.300000000000004,-0.1575,-0.7749999999999999,-0.58,-0.0175,0.057499999999999996,-0.037500000000000006,10.64,0.021650635094610966,0.026925824035672546,0.08455767262643882,0.004330127018922193,0.017853571071357127,0.010897247358851683,0.0,-0.13,-0.73,-0.44,-0.01,0.08,-0.02,-0.19,-0.8,-0.66,-0.02,0.03,-0.05,30.34890951060147,76.35346981539699,0
29.1,-0.1225,-0.7374999999999999,-0.6525,-0.035,0.05500000000000001,-0.02,10.585,0.057172983130146356,0.053560713214071375,0.020463381929681144,0.008660254037844387,0.020615528128088305,0.025495097567963927,0.09526279441628853,-0.05,-0.65,-0.62,-0.02,0.08,0.02,-0.21,-0.79,-0.67,-0.04,0.03,-0.05,30.3489218766175,76.35358336562524,0
29.900000000000006,-0.16,-0.7474999999999999,-0.6075,0.0025000000000000005,0.09749999999999999,-0.045,10.42,0.05431390245600108,0.060981554588252315,0.07084313657652379,0.03766629793329841,0.05584576975922169,0.015,0.0,-0.08,-0.67,-0.51,0.04,0.19,-0.02,-0.23,-0.84,-0.68,-0.04,0.04,-0.06,30.3489218766175,76.35358336562524,0
30.7,-0.12,-0.7925,-0.62,-0.004999999999999999,0.0625,-0.0425,11.12,0.025495097567963927,0.04763139720814411,0.03082207001484491,0.016583123951777,0.01299038105676658,0.014790199457749039,0.0,-0.09,-0.74,-0.59,0.01,0.08,-0.02,-0.15,-0.84,-0.67,-0.03,0.05,-0.06,30.34893560049308,76.35371059147458,0
31.500000000000004,-0.0875,-0.7725,-0.625,-0.002500000000000001,0.06,-0.0075,11.765,0.028613807855648994,0.0708431365765238,0.060621778264910685,0.027726341266023545,0.021213203435596427,0.010897247358851685,0.3723909236273092,-0.04,-0.7,-0.55,0.02,0.08,0.01,-0.11,-0.87,-0.71,-0.05,0.03,-0.02,30.348949369419174,76.3538374834232,0
32.3,-0.10250000000000001,-0.7875000000000001,-0.6124999999999999,-0.030000000000000002,0.055,0.017499999999999998,12.075000000000001,0.04264680527307995,0.04437059837324711,0.03031088913245538,0.007071067811865475,0.01118033988749895,0.004330127018922193,0.09499999999999975,-0.04,-0.74,-0.57,-0.02,0.07,0.02,-0.16,-0.86,-0.65,-0.04,0.04,0.01,30.348964029541808,76.3539625234705,0
33.1,-0.10500000000000001,-0.7925,-0.6475,-0.0075,0.0625,-0.0125,12.28,0.028722813232690138,0.019202864369671536,0.04710360920354193,0.010897247358851685,0.01299038105676658,0.004330127018922193,0.19052558883257628,-0.07,-0.76,-0.59,0.01,0.08,-0.01,-0.15,-0.81,-0.72,-0.02,0.05,-0.02,30.348977547344354,76.3540778203721,0
33.900000000000006,-0.15000000000000002,-0.77,-0.5675,-0.0225,0.045,-0.037500000000000006,12.61,0.023452078799117145,0.0484767985741633,0.031917863337009245,0.01299038105676658,0.011180339887498949,0.008291561975888501,0.0,-0.13,-0.7,-0.52,-0.01,0.06,-0.03,-0.19,-0.82,-0.61,-0.04,0.03,-0.05,30.348977547344354,76.3540778203721,0
34.7,-0.11249999999999999,-0.8175000000000001,-0.6225,-0.0225,0.05750000000000001,-0.05,12.95,0.0258602010819715,0.11233320969330486,0.06179603547154136,0.020463381929681126,0.01920286436967152,0.012247448713915893,0.0,-0.08,-0.7,-0.54,0.01,0.09,-0.04,-0.15,-1.0,-0.7,-0.04,0.04,-0.07,30.348992723706914,76.35420726357016,0
35.5,-0.18000000000000002,-0.74,-0.6275,-0.025,0.05,-0.03,12.95,0.02449489742783178,0.01581138830084191,0.03631459761583491,0.008660254037844387,0.007071067811865474,0.0,0.0,-0.16,-0.72,-0.57,-0.02,0.06,-0.03,-0.22,-0.76,-0.67,-0.04,0.04,-0.03,30.349007747093662,76.35433540199838,0
36.3,-0.1775,-0.6824999999999999,-0.6599999999999999,-0.02,0.055,-0.027499999999999997,12.995,0.03031088913245535,0.020463381929681095,0.06041522986797287,0.027386127875258306,0.0049999999999999975,0.01299038105676658,0.04499999999999993,-0.14,-0.65,-0.6,0.02,0.06,-0.01,-0.22,-0.7,-0.76,-0.05,0.05,-0.04,30.349023528674607,76.35447000727548,0
37.1,-0.10750000000000001,-0.73,-0.65,-0.035,0.0,-0.05,13.0,0.01920286436967152,0.04690415759823429,0.1118033988749895,0.005000000000000001,0.05787918451395113,0.04,0.06928203230275438,-0.08,-0.65,-0.48,-0.03,0.04,-0.01,-0.13,-0.77,-0.76,-0.04,-0.1,-0.09,30.349037373699694,76.35458809515086,0
37.8,-0.125,-0.6799999999999999,-0.7450000000000001,-0.0225,0.065,-0.030000000000000002,12.88,0.03354101966249685,0.06595452979136461,0.053150729063673255,0.0082915619758885,0.014999999999999998,0.0158113883008419,0.0,-0.08,-0.58,-0.67,-0.01,0.09,-0.01,-0.17,-0.76,-0.8,-0.03,0.05,-0.05,30.349037373699694,76.35458809515086,0
38.6,-0.14750000000000002,-0.5875,-0.77,-0.0175,0.034999999999999996,-0.01,11.58,0.008291561975888494,0.03897114317029973,0.02915475947422648,0.0082915619758885,0.011180339887498949,0.0,0.0,-0.14,-0.53,-0.75,-0.01,0.05,-0.01,-0.16,-0.64,-0.82,-0.03,0.02,-0.01,30.34905140919437,76.35470505695729,0
39.400000000000006,-0.165,-0.65,-0.7625,-0.02,0.045000000000000005,-0.0325,10.32,0.015000000000000001,0.05099019513592785,0.010897247358851694,0.01,0.005000000000000001,0.0082915619758885,0.7274613391789283,-0.15,-0.59,-0.75,-0.01,0.05,-0.02,-0.19,-0.73,-0.78,-0.03,0.04,-0.04,30.349064686386875,76.35480809402644,0
40.2,-0.1725,-0.6475,-0.7324999999999999,-0.015000000000000001,0.0475,-0.0325,9.135,0.01479019945774904,0.032691742076555036,0.03344772040064916,0.005,0.008291561975888498,0.0082915619758885,0.7650000000000006,-0.15,-0.61,-0.71,-0.01,0.06,-0.02,-0.19,-0.7,-0.79,-0.02,0.04,-0.04,30.34907679489935,76.35490206160235,0
41.0,-0.1725,-0.655,-0.75,-0.0225,0.0375,-0.0225,8.37,0.03031088913245535,0.03499999999999999,0.024494897427831803,0.01299038105676658,0.017853571071357124,0.01299038105676658,0.0,-0.13,-0.62,-0.73,-0.01,0.06,-0.01,-0.21,-0.71,-0.79,-0.04,0.02,-0.04,30.34907679489935,76.35490206160235,0
41.8,-0.2775,-0.645,-0.7649999999999999,-0.085,-0.23249999999999998,0.2425,6.86,0.055845769759221696,0.021794494717703387,0.03570714214271428,0.11280514172678478,0.2919225068404285,0.29752100766164397,0.0,-0.2,-0.61,-0.72,-0.01,-0.01,0.74,-0.34,-0.67,-0.8,-0.28,-0.73,-0.05,30.34908641544704,76.35497678769406,0
42.6,-0.37749999999999995,-0.5800000000000001,-0.7549999999999999,-0.125,-0.1575,-0.34249999999999997,5.112500000000001,0.1154068888758379,0.014142135623730925,0.0050000000000000044,0.07297259759663212,0.059319052588523366,0.25282157740192984,1.008919595408871,-0.18,-0.56,-0.75,-0.07,-0.12,-0.18,-0.47,-0.6,-0.76,-0.25,-0.26,-0.78,30.349094280080386,76.3550390642918,0
43.400000000000006,-0.40249999999999997,-0.5825,-0.715,-0.0925,-0.1775,-0.225,4.53,0.010897247358851671,0.02277608394786074,0.04153311931459036,0.01299038105676658,0.019202864369671526,0.01802775637731994,0.0,-0.39,-0.56,-0.67,-0.08,-0.15,-0.2,-0.42,-0.62,-0.77,-0.11,-0.2,-0.25,30.34910001713181,76.35508449347671,0
44.2,-0.365,-0.725,-0.615,-0.1025,-0.18500000000000003,-0.255,3.1650000000000005,0.018027756377319945,0.07533259586659681,0.059371710435189594,0.008291561975888501,0.020615528128088298,0.026925824035672515,1.3650000000000002,-0.34,-0.65,-0.52,-0.09,-0.16,-0.22,-0.39,-0.85,-0.67,-0.11,-0.21,-0.29,30.34910001713181,76.35510519178605,0
45.0,-0.3375,-0.7200000000000001,-0.585,-0.1925,-0.195,-0.27,1.8,0.03491060010942235,0.09354143466934853,0.045,0.07790218225441442,0.07632168761236874,0.0187082869338697,0.0,-0.29,-0.6,-0.55,-0.11,-0.07,-0.25,-0.38,-0.83,-0.66,-0.32,-0.27,-0.3,30.34908348808926,76.35510678226895,0
45.8,-0.37,-0.6124999999999999,-0.665,-0.17500000000000002,-0.22749999999999998,-0.28750000000000003,1.8,0.0187082869338697,0.026809513236909045,0.02499999999999998,0.015000000000000001,0.012990381056766578,0.01479019945774903,0.0,-0.34,-0.57,-0.63,-0.15,-0.21,-0.27,-0.39,-0.64,-0.7,-0.19,-0.24,-0.31,30.349073189159107,76.35510678226895,0
46.6,-0.37749999999999995,-0.6525,-0.655,-0.1375,-0.2625,-0.3,1.92,0.034910600109422346,0.026809513236909045,0.03201562118716422,0.010897247358851685,0.01299038105676659,0.007071067811865481,0.0,-0.33,-0.61,-0.63,-0.12,-0.25,-0.29,-0.42,-0.68,-0.71,-0.15,-0.28,-0.31,30.349047734022502,76.35514667772203,0
47.400000000000006,-0.4475,-0.6475,-0.6175,-0.057499999999999996,-0.22249999999999998,-0.37249999999999994,1.92,0.0376662979332984,0.04322904116447646,0.03832427429188976,0.12774486291041218,0.1366336342193971,0.024874685927665483,0.0,-0.39,-0.58,-0.57,0.14,-0.06,-0.34,-0.49,-0.7,-0.66,-0.18,-0.41,-0.41,30.349047734022502,76.35514759968774,0
48.2,-0.49,-0.6525000000000001,-0.61,-0.26,-0.47000000000000003,-0.42,2.1174999999999997,0.02549509756796393,0.012990381056766592,0.014142135623730963,0.024494897427831792,0.061237243569579464,0.03391164991562633,0.34208003449485325,-0.46,-0.63,-0.59,-0.22,-0.4,-0.38,-0.52,-0.66,-0.63,-0.28,-0.56,-0.47,30.349034407414,76.35514759968774,0
49.0,-0.375,-0.75,-0.5425,-0.13,-0.26249999999999996,-0.3275,3.025,0.036400549446402586,0.03082207001484491,0.019202864369671536,0.027386127875258306,0.0846684711093805,0.08073877630977572,0.5455960043841964,-0.33,-0.7,-0.51,-0.09,-0.13,-0.23,-0.43,-0.78,-0.56,-0.16,-0.35,-0.45,30.34902263258184,76.35514082472058,0
49.8,-0.145,-0.8,-0.54,-0.16500000000000004,0.36250000000000004,-0.21750000000000003,3.97,0.0804673846971554,0.03807886552931952,0.06123724356957945,0.2000624902374256,0.42540421953713625,0.2302580074611956,0.0,-0.06,-0.75,-0.45,-0.02,1.09,0.02,-0.26,-0.85,-0.62,-0.51,0.06,-0.54,30.34901530158485,76.35502951354084,0
50.6,-0.1075,-0.7225,-0.695,-0.017499999999999998,0.07,0.0125,5.035,0.024874685927665497,0.1125555418449043,0.05024937810560445,0.0258602010819715,0.025495097567963924,0.004330127018922193,0.6148780366869512,-0.07,-0.61,-0.63,0.01,0.1,0.02,-0.13,-0.91,-0.77,-0.06,0.04,0.01,30.34901530158485,76.35502951354084,0
51.400000000000006,-0.07,-0.7775,-0.6,-0.015,0.10500000000000001,0.0024999999999999996,5.234999999999999,0.039370039370059055,0.04264680527307995,0.02738612787525833,0.005,0.011180339887498947,0.017853571071357127,0.1549999999999998,-0.02,-0.72,-0.57,-0.01,0.12,0.02,-0.13,-0.84,-0.64,-0.02,0.09,-0.02,30.34900678676055,76.35499197219008,0
52.2,-0.11249999999999999,-0.7525,-0.6124999999999999,-0.01,0.055,-0.025,5.08,0.008291561975888496,0.047103609203541924,0.025860201081971523,0.01414213562373095,0.01802775637731995,0.011180339887498949,0.0,-0.1,-0.71,-0.58,0.01,0.08,-0.01,-0.12,-0.83,-0.65,-0.03,0.03,-0.04,30.34900017106089,76.3549360859303,0
53.0,-0.075,-0.8275,-0.575,-0.0225,0.05499999999999999,-0.02,5.7975,0.028722813232690145,0.03699662146737184,0.09340770846134701,0.0082915619758885,0.0049999999999999975,0.007071067811865475,1.2427464544306694,-0.03,-0.78,-0.48,-0.01,0.06,-0.01,-0.11,-0.88,-0.7,-0.03,0.05,-0.03,30.348993555856104,76.35488268872989,0
53.8,-0.1075,-0.72,-0.6525000000000001,-0.022500000000000003,0.06,-0.02,7.95,0.023848480035423645,0.029154759474226494,0.06299801584177074,0.021650635094610966,0.007071067811865477,0.007071067811865475,0.0,-0.08,-0.68,-0.55,0.01,0.07,-0.01,-0.14,-0.76,-0.72,-0.05,0.05,-0.03,30.34897788354268,76.35479980292219,0
54.6,-0.11,-0.74,-0.645,-0.01,0.0625,-0.0275,8.639999999999999,0.03535533905932738,0.08774964387392123,0.06103277807866849,0.01414213562373095,0.020463381929681126,0.004330127018922192,0.3983716857408413,-0.08,-0.67,-0.56,0.01,0.08,-0.02,-0.17,-0.89,-0.73,-0.03,0.03,-0.03,30.34897788354268,76.35479980292219,0
55.400000000000006,-0.0975,-0.8025,-0.6275,-0.0175,0.0425,-0.0125,9.29,0.017853571071357124,0.08926785535678565,0.0420565096031518,0.004330127018922193,0.010897247358851683,0.004330127018922193,0.4200000000000008,-0.07,-0.7,-0.58,-0.01,0.06,-0.01,-0.12,-0.91,-0.69,-0.02,0.03,-0.02,30.34897275850292,76.35470922017235,0
56.2,-0.1375,-0.745,-0.675,-0.0275,0.052500000000000005,-0.02,9.75,0.022776083947860744,0.03278719262151003,0.018027756377319924,0.010897247358851685,0.004330127018922191,0.007071067811865475,0.06928203230275438,-0.1,-0.69,-0.65,-0.01,0.06,-0.01,-0.16,-0.77,-0.7,-0.04,0.05,-0.03,30.348965732984,76.35466335057673,0
57.0,-0.19,-0.645,-0.67,-0.02,0.0675,-0.0425,9.8725,0.040620192023179805,0.06652067347825036,0.04582575694955839,0.02549509756796392,0.061796035471541375,0.010897247358851683,0.004330127018922871,-0.12,-0.6,-0.6,0.01,0.15,-0.03,-0.22,-0.76,-0.72,-0.06,-0.01,-0.06,30.34893563851116,76.35451544053247,0
57.8,-0.1125,-0.7725,-0.7275,-0.01,0.065,-0.0375,9.88,0.03269174207655505,0.028613807855649015,0.07628073151196178,0.01414213562373095,0.016583123951776996,0.012990381056766582,0.0,-0.06,-0.73,-0.64,0.01,0.09,-0.02,-0.15,-0.81,-0.85,-0.03,0.05,-0.05,30.348912782928352,76.35441515033729,0
